mturk_code,start_dt_tm,end_dt_tm,status_response_type,ip_address,progress,duration_seconds,finished,recorded_dt_tm,response_id,recipient_last_name,recipient_first_name,recipient_email,external_reference,location_latitude,location_longitude,distributional_channel,user_language,gender,geder_text,location,political_identification,political_identification_text,age,time_submit_article_control,time_submit_article_treatment,point_of_article,article_factual,article_effectiveness,support_tb,recommend_article,time_first_click_survey,time_last_click_survey,time_submit_survey,click_count_survey,group,time_first_click_article,time_last_click_article,time_submit_article,click_count_article,worker_id,assignment_id,task_time,phase
30304,12/2/2018 19:18,12/2/2018 19:23,IP Address,99.203.29.200,100,255,TRUE,12/2/2018 19:23,R_2VPCcHDMKGuUN56,,,,,38.86360168,-94.71029663,anonymous,EN,Female,,USA IL,Democratic,,26-35,,170.446,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,3.738,36.756,36.801,24,Treatment,5.998,167.69,170.446,12,,,,Primary
30327,12/2/2018 18:58,12/2/2018 19:01,IP Address,76.171.192.156,100,168,TRUE,12/2/2018 19:01,R_1DoohMvxkfdYRz6,,,,,34.02450562,-118.1560974,anonymous,EN,Male,,Usa Ca.,Republican,,26-35,87.012,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,No,3,1,4,1.909,36.781,37.338,32,Control,2.768,86.484,87.012,37,A1X1D9WEWHZOHE,3NC5L260MOMB5RCLU1BFOJXBIUPFOP,211,Primary
30438,12/2/2018 18:57,12/2/2018 19:02,IP Address,68.82.65.105,100,338,TRUE,12/2/2018 19:02,R_2V2Zi69Ook0VMtA,,,,,40.03689575,-75.06639862,anonymous,EN,Female,,USA-PA,Democratic,,49-59,,241.6,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,4,8.016,36.001,38.16,5,Treatment,16.938,49.552,241.6,5,AJFCCRG1TM3WT,3HPZF4IVNMTGWTWD9MUCI4AAZRVCYL,372,Primary
31755,12/2/2018 18:53,12/2/2018 19:02,IP Address,74.240.24.190,100,518,TRUE,12/2/2018 19:02,R_0NDgbWwuLr8cH0R,,,,,31.58580017,-90.45200348,anonymous,EN,Female,,United States of America Mississippi,Republican,,59 or older,422.652,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,15.324,30.285,31.085,16,Control,51.336,405.196,422.652,8,AZ79FR04OLJX8,3R6P78PK7KBXWJDO123W0E3AIH5GTA,559,Primary
33665,12/2/2018 19:02,12/2/2018 19:05,IP Address,107.77.223.166,100,181,TRUE,12/2/2018 19:05,R_2uE88dctrvaFwAt,,,,,40.77639771,-73.98269653,anonymous,EN,Male,,USA PA ,Democratic,,36-48,99.909,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,3,3.509,18.376,18.82,23,Control,0.302,98.995,99.909,33,A364577ZH067L4,3ZOTGHDK5IBK9WH70LBEVIGQ7KKOSI,213,Primary
35059,12/2/2018 18:54,12/2/2018 18:59,IP Address,157.51.134.227,100,314,TRUE,12/2/2018 18:59,R_3FXLk7gvoMJBDXF,,,,,13.08329773,80.28329468,anonymous,EN,Male,,us,Democratic,,26-35,173.304,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,2,4,64.841,83.406,84.814,7,Control,0,0,173.304,0,A3QEC8YFR7OFJN,3KYQYYSHYV7E77YP3VGP0JUQ6H8ODM,384,Primary
35320,12/2/2018 18:54,12/2/2018 19:02,IP Address,216.107.48.156,100,492,TRUE,12/2/2018 19:02,R_2fcFoabkVq8uOhb,,,,,37.75100708,-97.8219986,anonymous,EN,Male,,NEW YORK,Republican,,26-35,,348.343,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,34.084,62.516,63.299,5,Treatment,0,0,348.343,0,A38RJ04DGHZ2QT,31LM9EDVOLS9S8Y5CC2NOSPYLR0JNG,520,Primary
35589,12/2/2018 19:00,12/2/2018 19:05,IP Address,98.209.252.187,100,315,TRUE,12/2/2018 19:05,R_1Do1EhQfqtjMLJp,,,,,42.9467926,-83.81700134,anonymous,EN,Male,,United States Michigan,Independent,,36-48,241.656,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,4,7.375,29.023,29.771,7,Control,0,0,241.656,0,A33MAJJ3MCBS7Y,358UUM7WRZ31NBPV4AU7UMPZVTQR76,338,Primary
36397,12/2/2018 18:53,12/2/2018 18:55,IP Address,65.34.112.177,100,121,TRUE,12/2/2018 18:55,R_3JJDP2Xuz6sndsX,,,,,30.61430359,-87.32510376,anonymous,EN,Female,,usa florida,Republican,,36-48,39.403,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,3,5,8.344,35.836,44.35,8,Control,36.062,38.435,39.403,2,A19HS6ON7R2KBP,36ZN444YTRYVFIEBV9H0RGA3YMGOIO,141,Primary
37018,12/2/2018 19:13,12/2/2018 19:14,IP Address,128.237.113.247,100,85,TRUE,12/2/2018 19:14,R_zUNULYvsdvtKOo9,,,,,40.44400024,-79.9552002,anonymous,EN,Female,,"Pennsylvania, United States of America",Republican,,18-24,55.093,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,5,4,2.479,14.385,14.935,6,Control,51.636,52.763,55.093,2,ANGI6OC0SLBF7,3LQ8PUHQFLSLN1SORWMA77D2M07IHZ,94,Primary
38244,12/2/2018 18:56,12/2/2018 19:04,IP Address,68.83.1.44,100,481,TRUE,12/2/2018 19:04,R_3dMMrWuzkCo8Iy9,,,,,40.71800232,-74.07540131,anonymous,EN,Male,,"New Jersey, United States of America",Democratic,,26-35,,425.705,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,5.188,22.092,23.537,6,Treatment,0,0,425.705,0,A31898LQJO7I3,3W92K5RLWUHETESTP1KKXZ06PT85VY,507,Primary
39078,12/2/2018 19:16,12/2/2018 19:21,IP Address,24.158.86.163,100,279,TRUE,12/2/2018 19:21,R_3HLn7gDDloIWee4,,,,,36.34449768,-82.20149994,anonymous,EN,Female,,"USA, Tennessee",Independent,,59 or older,204.61,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,5,5,14.291,34.307,35.467,5,Control,0,0,204.61,0,,,,Primary
39688,12/2/2018 19:20,12/2/2018 19:22,IP Address,157.50.247.125,100,84,TRUE,12/2/2018 19:22,R_2RTUrrcf4f6VDQt,,,,,10.80499268,78.68560791,anonymous,EN,Female,,good,Independent,,26-35,,10.555,Tuberculosis can be treated with diet of gummy bears and diet soda,Maybe,3,2,4,1.495,9.497,10.201,6,Treatment,0,0,10.555,0,A3KTUKOVGWE9CF,3FFJ6VRIL1OAC1MSTOFP1FEL0J80II,104,Primary
40358,12/2/2018 19:05,12/2/2018 19:05,IP Address,173.69.170.38,100,26,TRUE,12/2/2018 19:05,R_3IWONOXqZV7rd0x,,,,,39.20579529,-76.75309753,anonymous,EN,Male,,usa md,Democratic,,18-24,1.35,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,3,0.949,9.311,9.728,6,Control,0,0,1.35,0,A3MUG02LJ4BM9F,3CTOC39K37QKPN6IW5LYSV38LCYJ78,78,Primary
40412,12/2/2018 19:18,12/2/2018 19:21,IP Address,108.14.97.30,100,201,TRUE,12/2/2018 19:21,R_XFf2IJy9e0FfjNv,,,,,40.66369629,-73.63800049,anonymous,EN,Female,,"NY, U.S.A",Democratic,,26-35,150.364,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,5,5,5.519,17.371,18.152,5,Control,0,0,150.364,0,AHBZBMP4UQM59,3QBD8R3Z21J17BFWAKFWXF0KT4LO4F,278,Primary
41113,12/2/2018 19:00,12/2/2018 19:03,IP Address,73.206.120.71,100,208,TRUE,12/2/2018 19:03,R_24BLGTsC1yjeQox,,,,,29.39700317,-94.92030334,anonymous,EN,Female,,Texas,Democratic,,49-59,149.597,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,7.555,28.113,29.272,7,Control,130.604,130.604,149.597,1,A3PUU1XU4C1A3V,35GMH2SV3EHJZDCPZQR961CB6TAOEG,332,Primary
41118,12/2/2018 19:03,12/2/2018 19:10,IP Address,73.83.100.197,100,410,TRUE,12/2/2018 19:10,R_7O1WYKpQeOVGAGB,,,,,48.69520569,-122.4123993,anonymous,EN,Female,,"Washington State, US",Republican,,49-59,,291.877,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,4,5,4.98,39.716,40.878,11,Treatment,12.995,290.427,291.877,7,A1OM5NWYYYJKQW,3J4Q2Z4UTY3G1PBWZ3DJHCEBSYYQW7,435,Primary
42675,12/2/2018 19:21,12/2/2018 19:26,IP Address,98.219.165.145,100,329,TRUE,12/2/2018 19:26,R_3IcRflOzUY5CWtg,,,,,39.6493988,-78.93060303,anonymous,EN,Female,,"Maryland, United States",Democratic,,26-35,259.033,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,4,5.5,19.003,19.661,13,Control,51.266,258.149,259.033,6,A3SHOJPXWNTFXZ,3JRJSWSMQHLUDOJ3GS7HIYE0B2L3E7,351,Primary
43744,12/2/2018 18:58,12/2/2018 19:02,IP Address,69.146.37.142,100,206,TRUE,12/2/2018 19:02,R_3nJgReqbpWDgYjs,,,,,40.25410461,-103.8031006,anonymous,EN,Male,,USA CO,Independent,,36-48,147.438,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,3,8.579,32.68,34.085,10,Control,8.198,9.162,147.438,2,AQOCU4H3V27H8,39OWYR0EPKRNZ5GN0OKDQAVDW4OFY0,224,Primary
43831,12/2/2018 19:01,12/2/2018 19:12,IP Address,104.10.29.29,100,660,TRUE,12/2/2018 19:12,R_2S2Y8KyLmp0jUzO,,,,,33.92080688,-117.4589005,anonymous,EN,Male,,"United States, California",Democratic,,26-35,514.073,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,3,3,4.953,120.756,123.61,13,Control,1.477,34.67,514.073,6,A3HL2LL0LEPZT8,351SEKWQS0HQ74DDQF1C8F5LBHVMD7,701,Primary
44621,12/2/2018 19:11,12/2/2018 19:18,IP Address,107.14.57.131,100,419,TRUE,12/2/2018 19:18,R_5uIHnt7VI8JrIC5,,,,,33.93769836,-118.3320999,anonymous,EN,Female,,USA Ca,Democratic,,36-48,332.443,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,4,6.489,33.34,33.858,19,Control,6.219,311.784,332.443,38,ARF72OPCUZBQ2,3HHRAGRYX8524HL8RFBNENB0FWX9OU,437,Primary
44837,12/2/2018 18:55,12/2/2018 18:57,IP Address,107.2.152.39,100,128,TRUE,12/2/2018 18:57,R_PFllsZX7bkiPCXT,,,,,39.74909973,-104.9945984,anonymous,EN,Female,,USA- CO,Democratic,,26-35,62.476,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,3,2,3.583,30.716,31.665,12,Control,61.443,61.443,62.476,1,A83DI5Q5K6F1F,3MX2NQ3YC9U6X3XOPGL2LKXR54FX5S,157,Primary
45091,12/2/2018 19:17,12/2/2018 19:18,IP Address,73.164.106.64,100,70,TRUE,12/2/2018 19:18,R_2cqsZ1txJhXY3J6,,,,,44.77929688,-93.5196991,anonymous,EN,Male,,United states Minnesota ,Republican,,36-48,,2.117,Tuberculosis is no longer a health issue.,Maybe,3,4,3,12.818,27.765,28.731,7,Treatment,0,0,2.117,0,A389GJDJ0ARZTO,3MAOD8E57QAANS3UTGHOF1XDWPLXNO,94,Primary
45838,12/2/2018 19:06,12/2/2018 19:12,IP Address,184.91.194.17,100,374,TRUE,12/2/2018 19:12,R_31SEygvHf5It0Gn,,,,,28.94549561,-80.89689636,anonymous,EN,Male,,"USA, Florida",Democratic,,49-59,284.704,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,5,5,17.647,39.374,40.392,8,Control,8.518,260.681,284.704,5,A1DUH3RLI00YQM,3RXCAC0YIRPEYZL0Y4S19I7N44NG8O,412,Primary
46120,12/2/2018 18:53,12/2/2018 18:54,IP Address,71.167.168.128,100,32,TRUE,12/2/2018 18:54,R_1EYbdwIshQPJBZj,,,,,40.70359802,-73.89610291,anonymous,EN,Female,,"NY, USA",Democratic,,18-24,,1.678,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,3,2,2,2.497,7.325,8.117,6,Treatment,0,0,1.678,0,A1RP234EJ8NH7K,3A4TN5196KIUAY6OZMQOW4F79VIHCR,42,Primary
46287,12/2/2018 19:13,12/2/2018 19:20,IP Address,66.74.51.40,100,420,TRUE,12/2/2018 19:20,R_3KTpvGWRCR9nua2,,,,,34.15589905,-116.4313049,anonymous,EN,Male,,US California,Republican,,36-48,,319.861,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,2,3,19.556,39.419,41.165,5,Treatment,0,0,319.861,0,A2PRLCEP7GEQXI,3DZQRBDBSLFVN7OLHNRM7FIFCTRS3U,440,Primary
46998,12/2/2018 18:53,12/2/2018 18:56,IP Address,131.191.84.22,100,171,TRUE,12/2/2018 18:56,R_1eFeXCSPflH6dJ5,,,,,47.24839783,-122.4642944,anonymous,EN,Male,,"USA, WA",Republican,,49-59,,27.946,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,2,9.105,101.335,108.022,6,Treatment,4.848,26.135,27.946,3,A1FYFBIFYWTMJS,3A4NIXBJ76Z95G153WZ0RSDQKQVLMK,185,Primary
47158,12/2/2018 18:55,12/2/2018 19:00,IP Address,108.88.175.151,100,275,TRUE,12/2/2018 19:00,R_XFCjvWwJ98njONz,,,,,42.53399658,-83.52850342,anonymous,EN,Male,,"United States, Michigan",Independent,,49-59,216.888,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,4,3,5.004,23.389,24.284,8,Control,4.626,216.228,216.888,11,AY52II1OC5RZ1,3WS1NTTKEYCQ2AK2SG94YI1TKR90FK,293,Primary
47254,12/2/2018 19:32,12/2/2018 19:40,IP Address,24.3.147.179,100,443,TRUE,12/2/2018 19:40,R_wLsRU7s6PlS3IlP,,,,,40.50480652,-79.9138031,anonymous,EN,Male,,"United States of America, Pennsylvania",Republican,,26-35,386.153,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,4,4,3.521,23.5,24.171,15,Control,3.978,364.576,386.153,8,A28RX7L0QZ993M,3TXD01ZLD4HWKGZT66R5WLS9BQE4UD,750,Primary
47537,12/2/2018 18:59,12/2/2018 19:04,IP Address,108.212.142.253,100,296,TRUE,12/2/2018 19:04,R_2tan0kcYgXPVje3,,,,,39.8348999,-82.80439758,anonymous,EN,Male,,us ohio,Democratic,,49-59,,209.037,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,5,4,2.892,15.285,17.278,5,Treatment,0,0,209.037,0,A2J7XOAS72YN0,3MX2NQ3YC9U6X3XOPGL2LKXR54H5X2,332,Primary
48669,12/2/2018 18:54,12/2/2018 18:57,IP Address,120.29.117.238,100,169,TRUE,12/2/2018 18:57,R_2BkUmMC3gsLG6yy,,,,,14.6210022,121.0458984,anonymous,EN,Male,,"United States, CA",Republican,,26-35,94.1,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,2,4,39.323,52.348,53.428,8,Control,12.804,56.821,94.1,28,A1FYS4T8BCR1AT,3Z9WI9EOZZOCTWICRZ7MKNSFE4RHK4,228,Primary
48795,12/2/2018 19:06,12/2/2018 19:10,IP Address,97.70.114.73,100,251,TRUE,12/2/2018 19:10,R_1NzameemVCLBK7p,,,,,42.46560669,-83.36380005,anonymous,EN,Female,,USA MI,Independent,,36-48,77.718,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,4,0.97,47.449,48.507,13,Control,1.47,76.593,77.718,17,A1UCWQNS6WL35N,3C8HJ7UOP7UTA5I9IXQ9Z7OOZZ6MZ7,274,Primary
48853,12/2/2018 18:54,12/2/2018 18:58,IP Address,67.86.183.146,100,209,TRUE,12/2/2018 18:58,R_2YKvgilQQd6B3Tw,,,,,40.20959473,-74.0714035,anonymous,EN,Male,,"NJ, United States",Independent,,26-35,142.878,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,3,4.103,23.255,24.535,5,Control,0,0,142.878,0,A1RA8QOAPXYVCC,3LRLIPTPEQ9XJ9AYLTXU315B191KAW,237,Primary
49337,12/2/2018 19:00,12/2/2018 19:04,IP Address,70.114.88.138,100,230,TRUE,12/2/2018 19:04,R_C1Wulkh2BuZ82OJ,,,,,32.76780701,-96.60820007,anonymous,EN,Male,,United Statess,Republican,,18-24,,26.142,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,3,2,4,26.065,41.659,42.988,8,Treatment,7.903,18.688,26.142,2,A2OEDX14YO8EFJ,3IXEICO792JVZQOIPPUAONQLO33T6M,287,Primary
50484,12/2/2018 19:03,12/2/2018 19:16,IP Address,67.174.66.252,100,774,TRUE,12/2/2018 19:16,R_1LpxmsGodzeZ4wb,,,,,37.38250732,-79.2181015,anonymous,EN,Female,,"United States, Virginia",Independent,,36-48,599.026,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,3,12.381,48.272,49.288,9,Control,311.094,597.582,599.026,5,ASB83F0JJMDZ9,3K772S5NP8B97WQ2VDWJMSFAU7XHEM,828,Primary
50908,12/2/2018 18:56,12/2/2018 19:00,IP Address,120.29.117.238,100,215,TRUE,12/2/2018 19:00,R_32XWaNcyUHnHNBE,,,,,14.6210022,121.0458984,anonymous,EN,Male,,"USA, Washington State",Democratic,,26-35,175.226,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,3,3,3.137,16.191,17.032,6,Control,59.454,174.976,175.226,2,AJSOA5J0L6I3C,33NF62TLXJ28K2D2FZA7W08URWVJKB,382,Primary
50984,12/2/2018 18:53,12/2/2018 18:59,IP Address,104.13.213.16,100,357,TRUE,12/2/2018 18:59,R_1rfzrLwVOWm9Cxr,,,,,38.9420929,-122.7776947,anonymous,EN,Male,,"California, United States",Democratic,,59 or older,,257.151,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,4,2,6.262,43.313,46.345,5,Treatment,0,0,257.151,0,A2WCCV1W8UE8ED,336YQZE83VEV3RYKB9JTA3HTY0VM5X,450,Primary
51653,12/2/2018 18:53,12/2/2018 18:54,IP Address,96.19.230.179,100,69,TRUE,12/2/2018 18:54,R_2saPpbg3VqxrfpA,,,,,36.72990417,-97.04540253,anonymous,EN,Female,,usa ok,Republican,,49-59,,10.903,Tuberculosis is no longer a health issue.,Yes,5,5,5,6.435,20.082,21.443,8,Treatment,2.506,9.667,10.903,3,A1O7WUQDKPZGH4,3M0BCWMB8VWTXJ97GLGTMNJC6YVBWE,95,Primary
52728,12/2/2018 19:15,12/2/2018 19:22,IP Address,74.197.205.239,100,433,TRUE,12/2/2018 19:22,R_1pM5Bg4SKmV2FKC,,,,,35.89830017,-77.542099,anonymous,EN,Female,,USA North Carolina,Republican,,36-48,318.246,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,4,8.909,39.8,54.657,7,Control,63.657,316.599,318.246,25,A24WNCSYE5KL5Y,3PWWM24LHSYOJ5DTZP7C7EDMULL28U,475,Primary
53114,12/2/2018 19:05,12/2/2018 19:07,IP Address,100.0.50.13,100,147,TRUE,12/2/2018 19:07,R_1hEXC4CgzmWdODw,,,,,42.48280334,-71.09780121,anonymous,EN,Male,,"Massachusetts, USA",Democratic,,26-35,,96.501,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,4,15.693,27.149,28.062,6,Treatment,0,0,96.501,0,A9BVDYQU2VTIJ,3BEFOD78W6TD78UKX40J5BBFY434MD,173,Primary
53200,12/2/2018 18:58,12/2/2018 19:00,IP Address,49.207.184.148,100,115,TRUE,12/2/2018 19:00,R_25LQ1dObC9vpVT1,,,,,13.08329773,80.28329468,anonymous,EN,Male,,USA,Independent,,26-35,2.425,,Tuberculosis can be treated with diet of gummy bears and diet soda,Yes,4,5,4,11.025,15.618,16.579,5,Control,0,0,2.425,0,A3HFVMR2UOUH65,3H0W84IWBK2MWQ45RI8D0WHGHGTRER,426,Primary
53673,12/2/2018 19:18,12/2/2018 19:21,IP Address,24.112.211.161,100,161,TRUE,12/2/2018 19:21,R_3KUdGJlL0jCx7b9,,,,,40.68499756,-80.10710144,anonymous,EN,Male,,"USA, Pennsylvania ",Democratic,,49-59,,88.652,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,5,3,4.944,35.729,37.756,5,Treatment,0,0,88.652,0,A2N93IVSZXSB73,382M9COHEHFECIWMVC3I5740OF3UE4,177,Primary
53864,12/2/2018 19:14,12/2/2018 19:17,IP Address,68.40.74.202,100,192,TRUE,12/2/2018 19:17,R_2aqybloEB7ctNZq,,,,,42.8697052,-85.66280365,anonymous,EN,Female,,"Michigan, US",Democratic,,36-48,,139.967,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,2,5.623,22.316,23.22,16,Treatment,0.784,137.971,139.967,50,AVX4QZUP2NG9O,32XVDSJFPZX34UFXTQHVCWEHEQ9M21,215,Primary
54100,12/2/2018 19:01,12/2/2018 19:02,IP Address,69.122.204.58,100,71,TRUE,12/2/2018 19:02,R_3HMHdo4cH3zD4M5,,,,,41.1322937,-73.40579987,anonymous,EN,Male,,"Connecticut, United States",Independent,,18-24,,3.798,There is a single global strategy for tuberculosis treatment worldwide,Maybe,2,1,4,7.572,37.566,38.725,9,Treatment,0,0,3.798,0,ABE5IU94FAS3T,32EYX73OY093LM1RHINI4E3J34NRU8,80,Primary
54655,12/2/2018 18:55,12/2/2018 18:56,IP Address,104.10.82.85,100,52,TRUE,12/2/2018 18:56,R_ZafSNHWE83OpCV3,,,,,30.58349609,-97.85749817,anonymous,EN,Male,,"Texas, USA",Democratic,,18-24,,16.756,Tuberculosis can be treated with diet of gummy bears and diet soda,Yes,4,3,4,0.787,4.897,5.229,13,Treatment,15.556,15.985,16.756,2,ARG392N6HWZCJ,3LYA37P8IQN22JFQR7XQYCPHJRMBKI,225,Primary
54692,12/2/2018 18:58,12/2/2018 19:04,IP Address,120.29.100.50,100,356,TRUE,12/2/2018 19:04,R_2U6ohoKg5bjlUqL,,,,,15.1499939,120.583313,anonymous,EN,Male,,"USA, NEVADA",Republican,,49-59,291.342,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,9.964,26.816,27.617,6,Control,150.235,282.916,291.342,3,A30NX5HEQGGFPP,3GNCZX450INYU07EYL22ZIRAVJ8PA3,396,Primary
55595,12/2/2018 19:01,12/2/2018 19:06,IP Address,71.91.133.66,100,287,TRUE,12/2/2018 19:06,R_22LJYqD6JoOlDV4,,,,,33.64930725,-86.70570374,anonymous,EN,Male,,"USA, AL",Democratic,,26-35,4.613,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,3,4,192.001,197.403,197.607,20,Control,0.813,3.88,4.613,10,A1CSHXVJJ8BPHH,3GNA64GUZE4MO6WC32QARC1Y81SQ5O,614,Primary
55760,12/2/2018 18:58,12/2/2018 19:02,IP Address,192.171.18.169,100,218,TRUE,12/2/2018 19:02,R_2wMqPBvOLfs47xF,,,,,25.78059387,-80.18260193,anonymous,EN,Male,,"FL, United States",Republican,,18-24,,167.488,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,4,2,7.372,29.957,30.745,6,Treatment,0,0,167.488,0,A3IS28VQS5T5DE,3TPZPLC3M0CYAF8TP6NSCAD4P9GP37,253,Primary
56920,12/2/2018 19:26,12/2/2018 19:30,IP Address,128.163.237.104,100,251,TRUE,12/2/2018 19:30,R_0xmUYzv9Xk7t3JD,,,,,38.02870178,-84.50749969,anonymous,EN,Male,,"United States, Kentucky",Independent,,26-35,,83.421,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,3,5,4,57.785,88.271,108.128,48,Treatment,2.237,81.842,83.421,93,A2D5ZDBVZGVF1Z,3TEM0PF1Q5XT4Q661AEEAIY88EZD0S,690,Primary
56946,12/2/2018 18:53,12/2/2018 18:59,IP Address,66.243.214.101,100,352,TRUE,12/2/2018 18:59,R_1Yw7WTFYtIJQBwt,,,,,46.92059326,-122.5879974,anonymous,EN,Female,,USA  Washington,Republican,,59 or older,262.951,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,5,4,7.802,50.166,52.485,5,Control,0,0,262.951,0,AOS2PVHT2HYTL,3NS0A6KXC48TIVMN7USEM24R3DRGZQ,388,Primary
56949,12/2/2018 19:01,12/2/2018 19:02,IP Address,75.118.229.160,100,65,TRUE,12/2/2018 19:02,R_W1mJVrOoqXQy4Nz,,,,,42.33580017,-83.38459778,anonymous,EN,Male,,Usa Michigan,Republican,,26-35,,18.421,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,5,1,3.931,16.801,17.493,16,Treatment,1.467,17.072,18.421,14,A25XNV0TXOUJZS,3QJOXOW4XJRVZARDMACWEXN6BTWEMS,85,Primary
57715,12/2/2018 18:59,12/2/2018 19:09,IP Address,69.140.206.200,100,632,TRUE,12/2/2018 19:09,R_3MtcnPgCRq7KVQT,,,,,39.26550293,-76.49349976,anonymous,EN,Female,,Maryland United States,Democratic,,36-48,524.593,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,4,3,11.955,30.363,30.547,20,Control,8.763,521.991,524.593,88,ALAH066L214OG,31UV0MXWNQC9788TQUL1IAACHRD5I2,699,Primary
57956,12/2/2018 19:18,12/2/2018 19:22,IP Address,73.187.47.196,100,259,TRUE,12/2/2018 19:22,R_5pvb0e95d1Pz4Yh,,,,,40.17900085,-77.00360107,anonymous,EN,Female,,usa,Independent,,49-59,,211.906,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,2,3.551,17.055,18.085,5,Treatment,0,0,211.906,0,A49A0FF6ZXYDU,3R6P78PK7KBXWJDO123W0E3AIHBTGT,296,Primary
58661,12/2/2018 18:58,12/2/2018 19:02,IP Address,73.142.254.163,100,247,TRUE,12/2/2018 19:02,R_339ydaLEmiQO826,,,,,42.05900574,-71.11229706,anonymous,EN,Male,,massachusetts usa,Independent,,36-48,,158.815,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,5,3,3.984,47.79,48.677,11,Treatment,5.082,156.69,158.815,7,A24DH45I5VQKM5,3I02618YA06I99LC4QJTZJ342M0UPK,271,Primary
