HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,369J354OFDARUL2C5PV3P4BWY9U6GP,AEMGTU4XQ7BKY,Approved,Sun Dec 02 17:53:18 PST 2018,Sun Dec 02 17:58:10 PST 2018,Mon Dec 03 17:58:10 PST 2018,2018-12-04 01:58:15 UTC,,,292,100% (1/1),100% (1/1),100% (1/1),60488,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,36AHBNMV1RCQ1L2R9IPN2ASSKRBYDB,A5MU4516UHMAP,Approved,Sun Dec 02 18:11:10 PST 2018,Sun Dec 02 18:14:04 PST 2018,Mon Dec 03 18:14:04 PST 2018,2018-12-04 02:14:13 UTC,,,174,100% (1/1),100% (1/1),100% (1/1),87239,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,36NEMU28XFDPGAD47A6203U6IX0WMP,A1IUUDOOCNWYEF,Approved,Sun Dec 02 18:00:26 PST 2018,Sun Dec 02 18:02:29 PST 2018,Mon Dec 03 18:02:29 PST 2018,2018-12-04 02:03:13 UTC,,,123,100% (1/1),100% (1/1),100% (1/1),26784,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,36W0OB37HWE7IRHYR0AW72GSID6ZHA,A1DEDPPSLYETG3,Approved,Sun Dec 02 18:05:48 PST 2018,Sun Dec 02 18:09:57 PST 2018,Mon Dec 03 18:09:57 PST 2018,2018-12-04 02:10:14 UTC,,,249,100% (1/1),100% (1/1),100% (1/1),23662,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,36ZN444YTRYVFIEBV9H0RGA3YMGOIO,A19HS6ON7R2KBP,Approved,Sun Dec 02 17:53:50 PST 2018,Sun Dec 02 17:56:11 PST 2018,Mon Dec 03 17:56:11 PST 2018,2018-12-04 01:56:15 UTC,,,141,100% (1/1),100% (1/1),100% (1/1),36397,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,36ZN444YTRYVFIEBV9H0RGA3YMJIOL,A8Y1SSHOVABXZ,Approved,Sun Dec 02 18:06:57 PST 2018,Sun Dec 02 18:10:11 PST 2018,Mon Dec 03 18:10:11 PST 2018,2018-12-04 02:10:15 UTC,,,194,100% (1/1),100% (1/1),100% (1/1),89158,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,373ERPL3YO8OL9M2HDX8ZIHHKQFTRI,A3QSJY1FFN0N6V,Approved,Sun Dec 02 17:53:20 PST 2018,Sun Dec 02 17:57:08 PST 2018,Mon Dec 03 17:57:08 PST 2018,2018-12-04 01:57:15 UTC,,,228,100% (1/1),100% (1/1),100% (1/1),11747,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,37QW5D2ZRGMHO4URT4MIYWQQSFH8S0,A1LUUQBFMW4I0O,Approved,Sun Dec 02 18:04:11 PST 2018,Sun Dec 02 18:05:41 PST 2018,Mon Dec 03 18:05:41 PST 2018,2018-12-04 02:06:13 UTC,,,90,100% (1/1),100% (1/1),100% (1/1),71379,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,37U1UTWH9VM5NPUEEFMD8MLU6DY8RC,A198MSVO1VTAT5,Approved,Sun Dec 02 18:04:10 PST 2018,Sun Dec 02 18:09:30 PST 2018,Mon Dec 03 18:09:30 PST 2018,2018-12-04 02:10:13 UTC,,,320,100% (1/1),100% (1/1),100% (1/1),60277,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,37W3JXSD668PAR2IQDUDUYHDR7DYWG,A3EXKSF0TKZE1S,Approved,Sun Dec 02 17:56:43 PST 2018,Sun Dec 02 18:01:17 PST 2018,Mon Dec 03 18:01:17 PST 2018,2018-12-04 02:02:13 UTC,,,274,100% (1/1),100% (1/1),100% (1/1),92827,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,37ZHEEHM6WM9494TTKTBCOMJPFA73I,A2RSG8IMB0ZOB5,Approved,Sun Dec 02 17:57:21 PST 2018,Sun Dec 02 18:04:10 PST 2018,Mon Dec 03 18:04:10 PST 2018,2018-12-04 02:04:15 UTC,,,409,100% (1/1),100% (1/1),100% (1/1),69573,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,382M9COHEHFECIWMVC3I5740OF3UE4,A2N93IVSZXSB73,Approved,Sun Dec 02 18:18:22 PST 2018,Sun Dec 02 18:21:19 PST 2018,Mon Dec 03 18:21:19 PST 2018,2018-12-04 02:22:13 UTC,,,177,100% (1/1),100% (1/1),100% (1/1),53673,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,388U7OUMF71N50PBJB9YF7FCNFLR07,A3ISP270LS7YS7,Approved,Sun Dec 02 18:03:46 PST 2018,Sun Dec 02 18:07:24 PST 2018,Mon Dec 03 18:07:24 PST 2018,2018-12-04 02:08:13 UTC,,,218,100% (1/1),100% (1/1),100% (1/1),77303,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,38BQUHLA9W0HB142GOFSJ9HKFV3OM7,AU3WB2DD4QJ4B,Approved,Sun Dec 02 18:07:57 PST 2018,Sun Dec 02 18:11:47 PST 2018,Mon Dec 03 18:11:47 PST 2018,2018-12-04 02:12:13 UTC,,,230,100% (1/1),100% (1/1),100% (1/1),77483,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,38F71OA9GTWN5OR9HLW2WF86NUFMFM,A2ZDEERVRN5AMC,Approved,Sun Dec 02 18:15:58 PST 2018,Sun Dec 02 18:21:36 PST 2018,Mon Dec 03 18:21:36 PST 2018,2018-12-04 02:22:13 UTC,,,338,100% (1/1),100% (1/1),100% (1/1),87881,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,39ASUFLU6X76TMQH0HE5PE34IXFXEU,A31GW1DTYUZ9HD,Approved,Sun Dec 02 17:59:59 PST 2018,Sun Dec 02 18:03:55 PST 2018,Mon Dec 03 18:03:55 PST 2018,2018-12-04 02:04:14 UTC,,,236,100% (1/1),100% (1/1),100% (1/1),29809,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,39GAF6DQWR0F5WRAOEI8U9NPDD2V15,A25MAA14V6FLE3,Approved,Sun Dec 02 17:55:36 PST 2018,Sun Dec 02 18:01:25 PST 2018,Mon Dec 03 18:01:25 PST 2018,2018-12-04 02:02:13 UTC,,,349,100% (1/1),100% (1/1),100% (1/1),84176,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,39GHHAVOMFRN60OZU7NRPJJYUA84J9,A2LH2CAU6CXVW,Approved,Sun Dec 02 18:05:17 PST 2018,Sun Dec 02 18:17:48 PST 2018,Mon Dec 03 18:17:48 PST 2018,2018-12-04 02:18:13 UTC,,,751,100% (1/1),100% (1/1),100% (1/1),96575,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,39O5D9O87TSFGQZPK11MSAEXQQ0C3F,AUB4G0UAESKNQ,Approved,Sun Dec 02 17:53:46 PST 2018,Sun Dec 02 17:58:36 PST 2018,Mon Dec 03 17:58:36 PST 2018,2018-12-04 01:59:14 UTC,,,290,100% (1/1),100% (1/1),100% (1/1),16419,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,39OWYR0EPKRNZ5GN0OKDQAVDW4OFY0,AQOCU4H3V27H8,Approved,Sun Dec 02 17:58:35 PST 2018,Sun Dec 02 18:02:19 PST 2018,Mon Dec 03 18:02:19 PST 2018,2018-12-04 02:03:13 UTC,,,224,100% (1/1),100% (1/1),100% (1/1),43744,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,39U1BHVTDLRW27106NWCHKE1EC0T3F,A1TUZW84PEG3SX,Approved,Sun Dec 02 17:55:25 PST 2018,Sun Dec 02 18:08:32 PST 2018,Mon Dec 03 18:08:32 PST 2018,2018-12-04 02:09:13 UTC,,,787,100% (1/1),100% (1/1),100% (1/1),83858,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3A4NIXBJ76Z95G153WZ0RSDQKQVLMK,A1FYFBIFYWTMJS,Approved,Sun Dec 02 17:53:20 PST 2018,Sun Dec 02 17:56:25 PST 2018,Mon Dec 03 17:56:25 PST 2018,2018-12-04 01:57:13 UTC,,,185,100% (1/1),100% (1/1),100% (1/1),46998,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3A4TN5196KIUAY6OZMQOW4F79VIHCR,A1RP234EJ8NH7K,Approved,Sun Dec 02 17:53:44 PST 2018,Sun Dec 02 17:54:26 PST 2018,Mon Dec 03 17:54:26 PST 2018,2018-12-04 01:55:13 UTC,,,42,100% (1/1),100% (1/1),100% (1/1),46120,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3AUQQEL7U5TFY76SSVE8G44F8LZV05,AOZNGVLQA42SZ,Approved,Sun Dec 02 18:06:47 PST 2018,Sun Dec 02 18:09:01 PST 2018,Mon Dec 03 18:09:01 PST 2018,2018-12-04 02:09:14 UTC,,,134,100% (1/1),100% (1/1),100% (1/1),24412,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3BEFOD78W6TD78UKX40J5BBFY434MD,A9BVDYQU2VTIJ,Approved,Sun Dec 02 18:05:20 PST 2018,Sun Dec 02 18:08:13 PST 2018,Mon Dec 03 18:08:13 PST 2018,2018-12-04 02:08:15 UTC,,,173,100% (1/1),100% (1/1),100% (1/1),53114,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3C8HJ7UOP7UTA5I9IXQ9Z7OOZZ6MZ7,A1UCWQNS6WL35N,Approved,Sun Dec 02 18:06:39 PST 2018,Sun Dec 02 18:11:13 PST 2018,Mon Dec 03 18:11:13 PST 2018,2018-12-04 02:11:15 UTC,,,274,100% (1/1),100% (1/1),100% (1/1),48795,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3CCZ6YKWR7JGW7FQM0FO5HB9Y1O95L,A3CEGD9ITLFUUD,Approved,Sun Dec 02 17:55:04 PST 2018,Sun Dec 02 18:00:49 PST 2018,Mon Dec 03 18:00:49 PST 2018,2018-12-04 02:01:14 UTC,,,345,100% (1/1),100% (1/1),100% (1/1),88067,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3CCZ6YKWR7JGW7FQM0FO5HB9Y1P59I,A238KV0ZMJCJ6I,Approved,Sun Dec 02 17:55:43 PST 2018,Sun Dec 02 17:58:16 PST 2018,Mon Dec 03 17:58:16 PST 2018,2018-12-04 01:59:13 UTC,,,153,100% (1/1),100% (1/1),100% (1/1),87424,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3CFJTT4SXTQOUCMCEN0YGUO88X67IH,A2ODZYV6RRJ7NJ,Approved,Sun Dec 02 17:54:15 PST 2018,Sun Dec 02 17:58:33 PST 2018,Mon Dec 03 17:58:33 PST 2018,2018-12-04 01:59:13 UTC,,,258,100% (1/1),100% (1/1),100% (1/1),61917,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3CFVK00FWLL7GDGDGGSJ2WG4UQG6LV,AYVN0PLH89WSO,Approved,Sun Dec 02 18:18:33 PST 2018,Sun Dec 02 18:25:51 PST 2018,Mon Dec 03 18:25:51 PST 2018,2018-12-04 02:26:13 UTC,,,438,100% (1/1),100% (1/1),100% (1/1),27188,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3COPXFW7XBC46DG0ACFRTWU60V7KPI,ADI3J1D1WQIO3,Approved,Sun Dec 02 18:16:41 PST 2018,Sun Dec 02 18:19:32 PST 2018,Mon Dec 03 18:19:32 PST 2018,2018-12-04 02:20:13 UTC,,,171,100% (1/1),100% (1/1),100% (1/1),98213,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3CPLWGV3MOZKMWLWQ0BAZYBVPMO9NB,A3VN75P4C6NVFQ,Approved,Sun Dec 02 17:53:36 PST 2018,Sun Dec 02 18:04:43 PST 2018,Mon Dec 03 18:04:43 PST 2018,2018-12-04 02:05:14 UTC,,,667,100% (1/1),100% (1/1),100% (1/1),64462,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3CTOC39K37QKPN6IW5LYSV38LCYJ78,A3MUG02LJ4BM9F,Approved,Sun Dec 02 18:05:15 PST 2018,Sun Dec 02 18:06:33 PST 2018,Mon Dec 03 18:06:33 PST 2018,2018-12-04 02:07:13 UTC,,,78,100% (1/1),100% (1/1),100% (1/1),40358,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3D8YOU6S9EKAZ337PUKKTJCN7HA6UQ,A3AD4H3PWLWK21,Approved,Sun Dec 02 17:57:02 PST 2018,Sun Dec 02 18:00:20 PST 2018,Mon Dec 03 18:00:20 PST 2018,2018-12-04 02:01:13 UTC,,,198,100% (1/1),100% (1/1),100% (1/1),93128,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3DEL4X4EL6L4ZR780IQZWHVK09JYX9,A3NRHWQC1WHK6C,Approved,Sun Dec 02 17:57:03 PST 2018,Sun Dec 02 18:03:12 PST 2018,Mon Dec 03 18:03:12 PST 2018,2018-12-04 02:03:15 UTC,,,369,100% (1/1),100% (1/1),100% (1/1),17777,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3DUZQ9U6SMOFZGQ41XXSQAAY3DMVSW,AHTWQSOY6HTJI,Approved,Sun Dec 02 18:21:15 PST 2018,Sun Dec 02 18:25:45 PST 2018,Mon Dec 03 18:25:45 PST 2018,2018-12-04 02:26:13 UTC,,,270,100% (1/1),100% (1/1),100% (1/1),23446,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3DZQRBDBSLFVN7OLHNRM7FIFCTRS3U,A2PRLCEP7GEQXI,Approved,Sun Dec 02 18:13:45 PST 2018,Sun Dec 02 18:21:05 PST 2018,Mon Dec 03 18:21:05 PST 2018,2018-12-04 02:21:13 UTC,,,440,100% (1/1),100% (1/1),100% (1/1),46287,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3E1QT0TDFP9SUQRVOSS4UUK3JHD8I6,A3C9PTN49QTVFN,Approved,Sun Dec 02 17:56:27 PST 2018,Sun Dec 02 18:01:21 PST 2018,Mon Dec 03 18:01:21 PST 2018,2018-12-04 02:02:13 UTC,,,294,100% (1/1),100% (1/1),100% (1/1),14347,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3E47SOBEYQWU6TH85489WGGM982CIK,AC18RJKAR5W5D,Approved,Sun Dec 02 18:12:25 PST 2018,Sun Dec 02 18:18:02 PST 2018,Mon Dec 03 18:18:02 PST 2018,2018-12-04 02:18:13 UTC,,,337,100% (1/1),100% (1/1),100% (1/1),92549,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3E4GGUZ1T8R8E6FU8E4FXJMDPLEK2U,A1GOT0DXTYCM4E,Approved,Sun Dec 02 18:12:12 PST 2018,Sun Dec 02 18:15:42 PST 2018,Mon Dec 03 18:15:42 PST 2018,2018-12-04 02:16:13 UTC,,,210,100% (1/1),100% (1/1),100% (1/1),64461,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3EWIJTFFVO7YWWK6X5PYG0GT8QU0E2,A2IUT0610X9CV0,Approved,Sun Dec 02 17:56:18 PST 2018,Sun Dec 02 18:00:24 PST 2018,Mon Dec 03 18:00:24 PST 2018,2018-12-04 02:01:13 UTC,,,246,100% (1/1),100% (1/1),100% (1/1),97018,,
