StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_4_TEXT,Q2,Q3,Q3_4_TEXT,Q4,QT1_First Click,QT1_Last Click,QT1_Page Submit,QT1_Click Count,QT1_First Click,QT1_Last Click,QT1_Page Submit,QT1_Click Count,Q7,Q8,Q9_1,Q10_1,Q11_1,QT2_First Click,QT2_Last Click,QT2_Page Submit,QT2_Click Count,Group,mTurkCode
12/2/2018 18:58,12/2/2018 19:02,IP Address,73.142.254.163,100,247,TRUE,12/2/2018 19:02,R_339ydaLEmiQO826,,,,,42.05900574,-71.11229706,anonymous,EN,Male,,massachusetts usa,Independent,,36-48,,,,,5.082,156.69,158.815,7,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,5,3,3.984,47.79,48.677,11,Treatment,58661
12/2/2018 18:57,12/2/2018 19:02,IP Address,75.164.47.88,100,334,TRUE,12/2/2018 19:02,R_1d4wK6ElJHtumw8,,,,,45.50779724,-122.6896973,anonymous,EN,Female,,"Washington, USA",Democratic,,26-35,,,,,0,0,256.748,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,3,3,3,2.801,11.169,12.536,5,Treatment,17777
12/2/2018 18:57,12/2/2018 19:02,IP Address,68.82.65.105,100,338,TRUE,12/2/2018 19:02,R_2V2Zi69Ook0VMtA,,,,,40.03689575,-75.06639862,anonymous,EN,Female,,USA-PA,Democratic,,49-59,,,,,16.938,49.552,241.6,5,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,4,8.016,36.001,38.16,5,Treatment,30438
12/2/2018 18:57,12/2/2018 19:02,IP Address,207.255.249.68,100,315,TRUE,12/2/2018 19:02,R_2fy3rz07yzNsaG2,,,,,40.92179871,-77.05049896,anonymous,EN,Female,,"Pennsylvania, United States",Democratic,,59 or older,195.99,202.038,204.113,2,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,4,8.197,57.185,67.043,7,Control,65606
12/2/2018 19:01,12/2/2018 19:02,IP Address,75.118.229.160,100,65,TRUE,12/2/2018 19:02,R_W1mJVrOoqXQy4Nz,,,,,42.33580017,-83.38459778,anonymous,EN,Male,,Usa Michigan,Republican,,26-35,,,,,1.467,17.072,18.421,14,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,5,1,3.931,16.801,17.493,16,Treatment,56949
12/2/2018 19:02,12/2/2018 19:02,IP Address,162.230.110.122,100,46,TRUE,12/2/2018 19:02,R_sEXKvodRNGke6kx,,,,,28.52890015,-81.47869873,anonymous,EN,Male,,"Florida, USA",Independent,,Below 18,,,,,2.078,6.174,6.742,3,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,5,3,8.308,24.38,25.203,7,Treatment,74725
12/2/2018 18:57,12/2/2018 19:03,IP Address,67.149.206.53,100,334,TRUE,12/2/2018 19:03,R_PvAscShw55o2gp3,,,,,40.29319763,-83.07230377,anonymous,EN,Female,,USA Ohio,Democratic,,59 or older,19.899,232.953,234.879,4,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,3,21.709,55.687,56.725,12,Control,69573
12/2/2018 18:56,12/2/2018 19:03,IP Address,24.112.151.140,100,395,TRUE,12/2/2018 19:03,R_WpMK9OVa304KzOF,,,,,39.77200317,-76.59700012,anonymous,EN,Female,,usa pennsylvania,Independent,,49-59,24.492,24.492,299.681,1,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,4,9.182,41.671,43.106,6,Control,22034
12/2/2018 18:59,12/2/2018 19:03,IP Address,69.24.181.47,100,206,TRUE,12/2/2018 19:03,R_1jdlnw94aA8xaoG,,,,,44.15379333,-93.9960022,anonymous,EN,Female,,"MN, USA",Democratic,,26-35,,,,,0.587,131.182,173.7,2,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,4,2.059,12.851,13.512,9,Treatment,94677
12/2/2018 19:00,12/2/2018 19:03,IP Address,71.87.200.199,100,193,TRUE,12/2/2018 19:03,R_3iDLxMTo98UC2EV,,,,,35.50019836,-85.0134964,anonymous,EN,Female,,"USA, Tennessee",Independent,,26-35,,,,,0,0,142.349,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,5,4,7.222,25.844,26.8,6,Treatment,29809
12/2/2018 18:59,12/2/2018 19:03,IP Address,67.253.110.121,100,272,TRUE,12/2/2018 19:03,R_3L0wLuTXR105xWe,,,,,43.1894989,-77.8042984,anonymous,EN,Male,,"New York, United States",Democratic,,18-24,,,,,0,0,194.986,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,5,4,2.457,38.071,39.076,5,Treatment,20965
12/2/2018 19:00,12/2/2018 19:03,IP Address,73.206.120.71,100,208,TRUE,12/2/2018 19:03,R_24BLGTsC1yjeQox,,,,,29.39700317,-94.92030334,anonymous,EN,Female,,Texas,Democratic,,49-59,130.604,130.604,149.597,1,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,7.555,28.113,29.272,7,Control,41113
12/2/2018 19:00,12/2/2018 19:04,IP Address,70.114.88.138,100,230,TRUE,12/2/2018 19:04,R_C1Wulkh2BuZ82OJ,,,,,32.76780701,-96.60820007,anonymous,EN,Male,,United Statess,Republican,,18-24,,,,,7.903,18.688,26.142,2,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,3,2,4,26.065,41.659,42.988,8,Treatment,49337
12/2/2018 18:58,12/2/2018 19:04,IP Address,120.29.100.50,100,356,TRUE,12/2/2018 19:04,R_2U6ohoKg5bjlUqL,,,,,15.1499939,120.583313,anonymous,EN,Male,,"USA, NEVADA",Republican,,49-59,150.235,282.916,291.342,3,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,9.964,26.816,27.617,6,Control,54692
12/2/2018 19:01,12/2/2018 19:04,IP Address,108.48.111.228,100,188,TRUE,12/2/2018 19:04,R_3MS7LJzo9B5jzN1,,,,,39.04719543,-77.38659668,anonymous,EN,Male,,United States Virginia,Democratic,,18-24,,,,,0,0,140.288,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,3,11.632,19.236,19.763,5,Treatment,64462
12/2/2018 19:00,12/2/2018 19:04,IP Address,67.167.53.155,100,244,TRUE,12/2/2018 19:04,R_3L0GmQqFraQliLe,,,,,41.90080261,-88.75479889,anonymous,EN,Female,,"USA, Illinois ",Democratic,,26-35,,,,,5.802,182.41,182.903,49,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,2,10.201,22.901,23.748,14,Treatment,21717
12/2/2018 18:56,12/2/2018 19:04,IP Address,68.83.1.44,100,481,TRUE,12/2/2018 19:04,R_3dMMrWuzkCo8Iy9,,,,,40.71800232,-74.07540131,anonymous,EN,Male,,"New Jersey, United States of America",Democratic,,26-35,,,,,0,0,425.705,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,5.188,22.092,23.537,6,Treatment,38244
12/2/2018 19:01,12/2/2018 19:04,IP Address,172.56.6.170,100,179,TRUE,12/2/2018 19:04,R_2VqDW2S8yLLaK0C,,,,,32.77870178,-96.82170105,anonymous,EN,Female,,United States,Democratic,,36-48,,,,,6.536,120.743,123.56,4,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,4.497,25.644,26.431,9,Treatment,67943
12/2/2018 19:01,12/2/2018 19:04,IP Address,100.4.86.203,100,192,TRUE,12/2/2018 19:04,R_23UG13lmTdvfDQV,,,,,36.82980347,-76.31459808,anonymous,EN,Male,,"Usa, VA",Independent,,36-48,,,,,4.152,33.33,35.488,11,There is a single global strategy for tuberculosis treatment worldwide,Maybe,4,4,4,19.753,32.654,33.728,14,Treatment,76438
12/2/2018 18:59,12/2/2018 19:04,IP Address,108.212.142.253,100,296,TRUE,12/2/2018 19:04,R_2tan0kcYgXPVje3,,,,,39.8348999,-82.80439758,anonymous,EN,Male,,us ohio,Democratic,,49-59,,,,,0,0,209.037,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,5,4,2.892,15.285,17.278,5,Treatment,47537
12/2/2018 18:59,12/2/2018 19:04,IP Address,35.136.132.66,100,338,TRUE,12/2/2018 19:04,R_1QKEtY8qgaPGjD2,,,,,27.84660339,-82.79540253,anonymous,EN,Female,,"United States, Florida",Democratic,,36-48,7.821,240.219,244.87,9,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,5,11.833,57.473,60.224,11,Control,78441
12/2/2018 19:03,12/2/2018 19:04,IP Address,74.221.7.144,100,74,TRUE,12/2/2018 19:04,R_1jcw37dsoeMy3Pt,,,,,35.44119263,-89.77809906,anonymous,EN,Male,,"TN, US",Democratic,,36-48,,,,,0,0,24.078,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,4,5.74,27.449,30.013,5,Treatment,91580
12/2/2018 19:02,12/2/2018 19:05,IP Address,107.77.223.166,100,181,TRUE,12/2/2018 19:05,R_2uE88dctrvaFwAt,,,,,40.77639771,-73.98269653,anonymous,EN,Male,,USA PA ,Democratic,,36-48,0.302,98.995,99.909,33,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,3,3.509,18.376,18.82,23,Control,33665
12/2/2018 18:58,12/2/2018 19:05,IP Address,162.207.225.80,100,404,TRUE,12/2/2018 19:05,R_2wQTycwtVUhQ3qi,,,,,33.76989746,-84.29499817,anonymous,EN,Female,,US Georgia,Democratic,,49-59,8.665,251.438,277.036,10,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,5,3,3.143,68.553,69.537,21,Control,76411
12/2/2018 19:04,12/2/2018 19:05,IP Address,76.171.192.156,100,73,TRUE,12/2/2018 19:05,R_1lyHgklRBqplJp4,,,,,34.02450562,-118.1560974,anonymous,EN,Female,,"USA, California",Democratic,,26-35,,,,,0.916,12.233,12.702,17,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,3,4,3,5.287,26.553,27.392,20,Treatment,71379
12/2/2018 19:03,12/2/2018 19:05,IP Address,65.31.121.104,100,147,TRUE,12/2/2018 19:05,R_1r043bYAFUHlgWv,,,,,41.2315979,-80.4992981,anonymous,EN,Male,,"pennsylvania, usa",Independent,,18-24,0,0,73.099,0,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,5,4,7.944,24.725,25.323,5,Control,96626
12/2/2018 18:56,12/2/2018 19:05,IP Address,67.174.144.138,100,560,TRUE,12/2/2018 19:05,R_2zJjjAj5WqV3YRf,,,,,38.71589661,-121.3647995,anonymous,EN,Male,,United States California,Democratic,,26-35,,,,,30.029,30.029,485.206,1,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,3,3.428,21.194,21.971,9,Treatment,78283
12/2/2018 19:00,12/2/2018 19:05,IP Address,98.209.252.187,100,315,TRUE,12/2/2018 19:05,R_1Do1EhQfqtjMLJp,,,,,42.9467926,-83.81700134,anonymous,EN,Male,,United States Michigan,Independent,,36-48,0,0,241.656,0,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,4,7.375,29.023,29.771,7,Control,35589
12/2/2018 19:05,12/2/2018 19:05,IP Address,173.69.170.38,100,26,TRUE,12/2/2018 19:05,R_3IWONOXqZV7rd0x,,,,,39.20579529,-76.75309753,anonymous,EN,Male,,usa md,Democratic,,18-24,0,0,1.35,0,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,3,0.949,9.311,9.728,6,Control,40358
12/2/2018 19:03,12/2/2018 19:05,IP Address,73.251.140.134,100,159,TRUE,12/2/2018 19:05,R_DUhZQSmc2KOOeZj,,,,,39.08340454,-78.19069672,anonymous,EN,Female,,"USA, VIRGINIA",Democratic,,36-48,,,,,0,0,81.597,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,4,8.648,33.079,34.444,8,Treatment,16093
12/2/2018 19:01,12/2/2018 19:06,IP Address,71.91.133.66,100,287,TRUE,12/2/2018 19:06,R_22LJYqD6JoOlDV4,,,,,33.64930725,-86.70570374,anonymous,EN,Male,,"USA, AL",Democratic,,26-35,0.813,3.88,4.613,10,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,3,4,192.001,197.403,197.607,20,Control,55595
12/2/2018 19:04,12/2/2018 19:06,IP Address,104.50.112.70,100,96,TRUE,12/2/2018 19:06,R_2X1FLpNooqIIniJ,,,,,41.67900085,-88.14029694,anonymous,EN,Male,,usa il ,Republican,,26-35,0,0,50.284,0,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,3,4,4,6.023,17.464,18.462,5,Control,67950
12/2/2018 19:04,12/2/2018 19:06,IP Address,104.238.59.70,100,100,TRUE,12/2/2018 19:06,R_24GEI0cMtzkpp3s,,,,,37.75100708,-97.8219986,anonymous,EN,Female,,eeuu,Republican,,26-35,0,0,25.064,0,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,3,3,2.784,21.296,22.838,25,Control,71737
12/2/2018 19:05,12/2/2018 19:06,IP Address,66.25.251.38,100,58,TRUE,12/2/2018 19:06,R_29mNiMtcKOOZJdD,,,,,30.28179932,-94.21910095,anonymous,EN,Male,,USA,Democratic,,36-48,,,,,0,0,3.259,0,Tuberculosis is no longer a health issue.,Yes,3,3,3,2.261,13.571,15.762,7,Treatment,85593
12/2/2018 19:03,12/2/2018 19:06,IP Address,24.2.125.115,100,192,TRUE,12/2/2018 19:06,R_2zCJc2YQjlUUZoU,,,,,40.48370361,-79.73809814,anonymous,EN,Female,,"United States, Pennsylvania",Democratic,,26-35,56.091,114.554,116.257,3,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,4,5.002,21.218,22.383,6,Control,77303
12/2/2018 19:02,12/2/2018 19:07,IP Address,47.40.146.204,100,244,TRUE,12/2/2018 19:07,R_1H0OAlsOI3ROxcw,,,,,42.2624054,-85.60959625,anonymous,EN,Male,,"USA, Michigan",Independent,,26-35,0.885,164.571,168.647,40,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,2,2.458,48.043,49.815,13,Control,26288
12/2/2018 19:05,12/2/2018 19:07,IP Address,50.89.213.70,100,92,TRUE,12/2/2018 19:07,R_DvZvLXQiL4wdMEp,,,,,29.16000366,-81.02690125,anonymous,EN,Male,,"United States, Florida",Republican,,18-24,6.371,14.398,38.071,3,,,,,Tuberculosis is no longer a health issue.,Yes,3,4,3,22.357,29.371,30.292,6,Control,65525
12/2/2018 18:59,12/2/2018 19:07,IP Address,68.133.1.221,100,507,TRUE,12/2/2018 19:07,R_1E5N8AhjIEHvLpZ,,,,,43.04289246,-78.69879913,anonymous,EN,Female,,"NY, USA",Democratic,,36-48,,,,,0,0,462.635,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,No,3,2,1,4.595,18.887,20.26,5,Treatment,15074
12/2/2018 19:05,12/2/2018 19:07,IP Address,100.0.50.13,100,147,TRUE,12/2/2018 19:07,R_1hEXC4CgzmWdODw,,,,,42.48280334,-71.09780121,anonymous,EN,Male,,"Massachusetts, USA",Democratic,,26-35,,,,,0,0,96.501,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,4,15.693,27.149,28.062,6,Treatment,53114
12/2/2018 18:55,12/2/2018 19:07,IP Address,192.241.68.42,100,738,TRUE,12/2/2018 19:07,R_32Skh9RmWRSrgPs,,,,,36.85290527,-76.28780365,anonymous,EN,Male,,USA and Alaska,Republican,,26-35,,,,,0,0,400.33,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,5,5,25.529,219.086,222.382,5,Treatment,83858
12/2/2018 19:03,12/2/2018 19:08,IP Address,74.138.65.122,100,289,TRUE,12/2/2018 19:08,R_qDUjpX2jcprIrdv,,,,,38.35099792,-85.89959717,anonymous,EN,Male,,"USA, IN",Independent,,49-59,0,0,244.41,0,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,4,5.004,21.598,22.313,5,Control,14357
12/2/2018 19:07,12/2/2018 19:08,IP Address,104.6.56.126,100,78,TRUE,12/2/2018 19:08,R_1N3vQxmNHkcvxCE,,,,,30.42120361,-86.89260101,anonymous,EN,Female,,United States,Democratic,,26-35,,,,,1.755,12.824,15.85,7,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,3,3,5.877,28.422,29.192,18,Treatment,91870
12/2/2018 19:07,12/2/2018 19:08,IP Address,98.157.239.22,100,109,TRUE,12/2/2018 19:08,R_WlMRrw7C7E785up,,,,,39.40699768,-87.40200043,anonymous,EN,Female,,usa,Democratic,,49-59,,,,,0,0,6.335,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,4,5.454,18.652,19.319,6,Treatment,24412
12/2/2018 19:04,12/2/2018 19:09,IP Address,97.106.72.115,100,303,TRUE,12/2/2018 19:09,R_3vKjFg5DmyoarND,,,,,27.96139526,-82.45970154,anonymous,EN,Female,,USA Florida,Independent,,49-59,,,,,8.116,209.933,226.268,5,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,4,6.202,30.905,31.791,7,Treatment,60277
12/2/2018 18:58,12/2/2018 19:09,IP Address,32.216.138.27,100,688,TRUE,12/2/2018 19:09,R_2SCAWZoa2nAlb4c,,,,,41.85609436,-72.66390228,anonymous,EN,Female,,"CT,US",Independent,,26-35,,,,,82.964,597.654,617.472,9,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,7.877,23.527,23.958,18,Treatment,26480
12/2/2018 19:05,12/2/2018 19:09,IP Address,24.180.215.169,100,225,TRUE,12/2/2018 19:09,R_3Hqe3ncLI6J1QRh,,,,,42.53709412,-83.77559662,anonymous,EN,Female,,"michigan, usa",Democratic,,36-48,0,0,160.622,0,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,3,3,3,13.421,29.267,30.68,5,Control,23662
12/2/2018 18:59,12/2/2018 19:09,IP Address,66.91.209.94,100,627,TRUE,12/2/2018 19:09,R_308kgHgndRxTKAS,,,,,21.28109741,-157.8265991,anonymous,EN,Female,,"US, Hawaii",Democratic,,36-48,0,0,587.669,0,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,2,1,2,2.983,7.689,20.035,5,Control,72234
12/2/2018 18:59,12/2/2018 19:09,IP Address,69.140.206.200,100,632,TRUE,12/2/2018 19:09,R_3MtcnPgCRq7KVQT,,,,,39.26550293,-76.49349976,anonymous,EN,Female,,Maryland United States,Democratic,,36-48,8.763,521.991,524.593,88,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,4,3,11.955,30.363,30.547,20,Control,57715
12/2/2018 19:07,12/2/2018 19:10,IP Address,128.138.65.87,100,180,TRUE,12/2/2018 19:10,R_1NmPf3Ej0t3hIji,,,,,40.01499939,-105.2705994,anonymous,EN,Male,,USA Colorado,Democratic,,18-24,,,,,0,0,53.021,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,3,4,3,37.579,83.432,84.196,5,Treatment,89158
12/2/2018 19:04,12/2/2018 19:10,IP Address,184.167.243.190,100,323,TRUE,12/2/2018 19:10,R_20O53wHlaViO8eh,,,,,39.07910156,-108.4916,anonymous,EN,Female,,"USA, Colorado",Independent,,49-59,,,,,36.184,245.708,247.625,7,There is a single global strategy for tuberculosis treatment worldwide,Maybe,5,5,5,22.319,35.743,36.39,13,Treatment,77614
12/2/2018 19:05,12/2/2018 19:10,IP Address,74.90.174.2,100,305,TRUE,12/2/2018 19:10,R_ddtoBioqyzoPUHf,,,,,40.831604,-73.90989685,anonymous,EN,Male,,USA NY,Independent,,26-35,0,0,250.772,0,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,4,5,12.609,26.392,27.555,5,Control,79187
12/2/2018 19:07,12/2/2018 19:10,IP Address,73.168.248.73,100,142,TRUE,12/2/2018 19:10,R_2wBqV9kQSQiFbIv,,,,,42.21659851,-89.05120087,anonymous,EN,Female,,"USA, IL",Democratic,,26-35,14.234,89.2,91.481,31,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,3,3,3,2.778,16.626,18.388,7,Control,93791
12/2/2018 19:08,12/2/2018 19:10,IP Address,108.40.120.206,100,107,TRUE,12/2/2018 19:10,R_23VUfp6XdT0M8cp,,,,,39.27259827,-76.86139679,anonymous,EN,Female,,usa MD,Independent,,26-35,3.735,64.325,64.834,14,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,2,5.957,20.553,21.022,15,Control,91659
12/2/2018 19:04,12/2/2018 19:10,IP Address,174.200.2.6,100,369,TRUE,12/2/2018 19:10,R_9zCmcuPrQo4qflv,,,,,40.71040344,-74.21109772,anonymous,EN,Female,,us,Democratic,,59 or older,45.157,267.61,277.663,9,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,20.387,49.212,50.286,9,Control,15796
12/2/2018 19:03,12/2/2018 19:10,IP Address,73.83.100.197,100,410,TRUE,12/2/2018 19:10,R_7O1WYKpQeOVGAGB,,,,,48.69520569,-122.4123993,anonymous,EN,Female,,"Washington State, US",Republican,,49-59,,,,,12.995,290.427,291.877,7,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,4,5,4.98,39.716,40.878,11,Treatment,41118
12/2/2018 19:06,12/2/2018 19:10,IP Address,97.70.114.73,100,251,TRUE,12/2/2018 19:10,R_1NzameemVCLBK7p,,,,,42.46560669,-83.36380005,anonymous,EN,Female,,USA MI,Independent,,36-48,1.47,76.593,77.718,17,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,4,0.97,47.449,48.507,13,Control,48795
12/2/2018 19:05,12/2/2018 19:11,IP Address,70.134.39.78,100,327,TRUE,12/2/2018 19:11,R_Y0sLSTSQZNVtHkl,,,,,33.65809631,-95.53790283,anonymous,EN,Female,,USA Texas,Republican,,36-48,,,,,0,0,290.231,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,4,3.574,12.702,13.878,5,Treatment,90275
12/2/2018 19:10,12/2/2018 19:11,IP Address,107.77.197.49,100,71,TRUE,12/2/2018 19:11,R_3QXEZJSDOcJB0Ws,,,,,32.93739319,-96.78720093,anonymous,EN,Female,,"United States, Texas ",Democratic,,18-24,,,,,4.361,19.701,20.681,11,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,5,3,2.602,17.231,17.746,19,Treatment,77483
12/2/2018 19:06,12/2/2018 19:11,IP Address,76.97.137.20,100,345,TRUE,12/2/2018 19:11,R_3kvKo8CVEjPp57a,,,,,33.87690735,-83.89679718,anonymous,EN,Female,,USA GA,Independent,,36-48,22.422,231.561,273.832,6,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,3,13.91,35.454,36.863,8,Control,96575
12/2/2018 19:10,12/2/2018 19:11,IP Address,50.45.23.189,100,66,TRUE,12/2/2018 19:11,R_WoYIq0LYNIXkkhz,,,,,37.72569275,-88.92939758,anonymous,EN,Female,,"USA, IL",Republican,,26-35,,,,,1.692,1.692,2.229,1,There is a single global strategy for tuberculosis treatment worldwide,Maybe,3,5,3,5.532,29.928,31.062,10,Treatment,15138
12/2/2018 19:11,12/2/2018 19:12,IP Address,118.174.72.232,100,87,TRUE,12/2/2018 19:12,R_2atv8ZA3eFe1C0o,,,,,19.03329468,100.0667114,anonymous,EN,Male,,georgia,Independent,,36-48,,,,,0,0,29.485,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,4,12.776,27.702,30.596,5,Treatment,98993
12/2/2018 19:10,12/2/2018 19:12,IP Address,24.129.96.251,100,149,TRUE,12/2/2018 19:12,R_1mrwbV6HKwjPNho,,,,,30.35099792,-81.50610352,anonymous,EN,Male,,"USA, FL",Independent,,36-48,1.953,8.423,102.262,3,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,3,1,3.749,21.336,22.5,6,Control,11628
12/2/2018 19:06,12/2/2018 19:12,IP Address,184.91.194.17,100,374,TRUE,12/2/2018 19:12,R_31SEygvHf5It0Gn,,,,,28.94549561,-80.89689636,anonymous,EN,Male,,"USA, Florida",Democratic,,49-59,8.518,260.681,284.704,5,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,5,5,17.647,39.374,40.392,8,Control,45838
12/2/2018 19:01,12/2/2018 19:12,IP Address,104.10.29.29,100,660,TRUE,12/2/2018 19:12,R_2S2Y8KyLmp0jUzO,,,,,33.92080688,-117.4589005,anonymous,EN,Male,,"United States, California",Democratic,,26-35,1.477,34.67,514.073,6,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,3,3,4.953,120.756,123.61,13,Control,43831
12/2/2018 19:10,12/2/2018 19:12,IP Address,74.139.172.19,100,128,TRUE,12/2/2018 19:12,R_2zoKG4mYFatUtHE,,,,,38.1381073,-85.69529724,anonymous,EN,Female,,United States Kentucky,Democratic,,26-35,17.726,48.383,73.822,2,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,5,3,10.654,27.365,27.933,6,Control,64039
12/2/2018 18:56,12/2/2018 19:13,IP Address,104.131.19.173,100,995,TRUE,12/2/2018 19:13,R_1jqELtse8MOdKV9,,,,,40.83439636,-74.13770294,anonymous,EN,Male,,"Estados Unido, Texas",Republican,,26-35,,,,,0,0,19.875,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,3,547.148,559.029,560.386,5,Treatment,84325
12/2/2018 19:12,12/2/2018 19:13,IP Address,172.56.36.150,100,72,TRUE,12/2/2018 19:13,R_2X57qd2vLFWwaBD,,,,,40.80349731,-74.18910217,anonymous,EN,Male,,Ny,Democratic,,18-24,,,,,1.576,1.576,7.511,1,There is a single global strategy for tuberculosis treatment worldwide,Yes,5,5,5,0.531,10.361,10.981,20,Treatment,81929
